name,rating,address,status,latitude,longitude,province,type
Monsignor A. J. Hetherington,7.2,"4 Coral Springs Boulevard N.E   Calgary, AB T3J 3J3",Separate,51.099552,-113.9340032,Alberta,Elementary
Dr Morris Gibson,7.2,"147 Crystal Ridge Drive   Okotoks, AB T1S 2B2",Public,50.731435,-113.956458,Alberta,Elementary
Mountain View,7.2,"P.O. Box 30   Mountain View, AB T0K 1N0",Public,49.1335232,-113.6009502,Alberta,Elementary
Silver Springs,7.2,"7235 Silvermead Road N.W.   Calgary, AB T3B 3V1",Public,51.105839,-114.190907,Alberta,Elementary
St. Pius X,7.2,"2312 - 18 Street N.W.   Calgary, AB T2M 3T5",Separate,51.0729453,-114.1039288,Alberta,Elementary
Monsignor Neville Anderson,7.2,"327 Sandarac Drive N.W.   Calgary, AB T3K 4B2",Separate,51.139111,-114.104195,Alberta,Elementary
A. Blair McPherson,7.2,"430 Tamarack Green NW   Edmonton, AB T6T 0J4",Public,53.4695959,-113.3618496,Alberta,Elementary
Bawlf,7.2,"P.O. Box 130   Bawlf, AB T0B 0J0",Public,52.9216848,-112.469433,Alberta,Elementary
Ste-Jeanne-d'Arc,7.2,"8505 - 68A Street   Edmonton, AB T6B 0J9",Francophone,53.5206606,-113.4311545,Alberta,Elementary
St. Alphonsus,7.2,"928 Radnor Avenue N.E.   Calgary, AB T2E 5H5",Separate,51.0646625,-114.0413087,Alberta,Elementary
Annunciation,7.2,"9325 - 165 Street   Edmonton, AB T5R 2S5",Separate,53.530263,-113.6054,Alberta,Elementary
St. Rose of Lima,7.2,"2419 50 Street NE   Calgary, AB T1Y 1Z5",Separate,51.0759563,-113.9616352,Alberta,Elementary
Plamondon,7.2,"P.O. Box 90   Plamondon, AB T0A 2T0",Public,54.8470127,-112.3449197,Alberta,Elementary
St. Martha,7.2,"102 Parsons Creek Drive   Fort McMurray, AB T6H 0B3",Separate,56.760234,-111.467263,Alberta,Elementary
Dapp,7.1,"P.O. Box 60   Dapp, AB T0G 0S0",Public,54.3197995,-113.9138101,Alberta,Elementary
Vulcan Prairieview,7.1,"P.O. Box 300   Vulcan, AB T0L 2B0",Public,50.403023,-113.263152,Alberta,Elementary
Esther Starkman,7.1,"2717 Terwillegar Way NW   Edmonton, AB T6R 0G5",Public,53.4462591,-113.5740625,Alberta,Elementary
St. Sylvester,7.1,"7318 Silver Springs Blvd NW.   Calgary, AB T3B 4N1",Separate,51.1089709,-114.194426,Alberta,Elementary
Archbishop Joseph MacNeil,7.1,"750 Leger Way   Edmonton, AB T6R 3H4",Separate,53.4600054,-113.5770673,Alberta,Elementary
Centennial,7.1,"17420 - 57 Avenue   Edmonton, AB T6M 1K4",Public,53.494165,-113.624437,Alberta,Elementary
Marie Poburan,7.1,"100 Sir Winston Churchill Ave   St. Albert, AB T8N 5Y2",Separate,53.641955,-113.598025,Alberta,Elementary
Bezanson,7.1,"General Delivery   Bezanson, AB T0H 0G0",Public,55.2274222,-118.3603726,Alberta,Elementary
Captain John Palliser,7.1,"1484 Northmount Drive N.W.   Calgary, AB T2L 0G6",Public,51.0964484,-114.1365187,Alberta,Elementary
Holden,7.1,"P.O. Box 70   Holden, AB T0B 2C0",Public,53.232684,-112.2355416,Alberta,Elementary
Queen Alexandra,7.1,"7730 - 106 Street   Edmonton, AB T6E 4W3",Public,53.5137364,-113.5045363,Alberta,Elementary
Westglen,7.1,"10950 - 127 Street   Edmonton, AB T5M 0S7",Public,53.5547317,-113.5424632,Alberta,Elementary
Blessed Kateri,7.1,"3807 - 41 Avenue   Edmonton, AB T6L 6M3",Separate,53.4762656,-113.4015978,Alberta,Elementary
Bisset,7.1,"3020 - 37 Street   Edmonton, AB T6L 5X1",Public,53.46073,-113.398975,Alberta,Elementary
St. Mary's,7.1,"P.O. Box 480   Sexsmith, AB T0H 3C0",Separate,55.3774326,-118.7234154,Alberta,Elementary
St. Cecilia,7.1,"610 Agate Crescent S.E.   Calgary, AB T2J 0Z3",Separate,50.9653528,-114.0506587,Alberta,Elementary
Airdrie,7.1,"1165 Ravenswood Drive S.E.   Airdrie, AB T4A 0H3",Francophone,51.2666745,-113.9800709,Alberta,Elementary
Coronation,7.1,"10925 - 139 Street   Edmonton, AB T5M 1P8",Public,53.555095,-113.5608206,Alberta,Elementary
Footprints for Learning,7.1,"101 2926 Kingsview Blvd   Airdrie, AB T4A 1V9",Private,51.260442,-113.9941474,Alberta,Elementary
Fort McMurray Christian,7.1,"190 Tamarack Way   Fort McMurray, AB T9K 1A1",Public,56.7324612,-111.4368373,Alberta,Elementary
Sister Mary Phillips,7.1,"177 Dickins Drive   Fort McMurray, AB T9K 1M3",Separate,56.73712,-111.467881,Alberta,Elementary
Raymond,7,"P.O. Box 120 145 North 200 West  Raymond, AB T0K 2S0",Public,49.3221938,-112.6436323,Alberta,Elementary
Simons Valley,7,"375 Sandarac Drive N.W.   Calgary, AB T3K 4B2",Public,51.1397278,-114.1073668,Alberta,Elementary
Two Hills,7,"P.O. Box 427   Two Hills, AB T0B 4K0",Public,53.711677,-111.7411002,Alberta,Elementary
St. Michael,7,"4511 - 8 Avenue S.W.   Calgary, AB T3C 0G9",Separate,51.0448072,-114.1514683,Alberta,Elementary
Elk Point,7,"P.O. Box 600   Elk Point, AB T0A 1A0",Public,53.908504,-110.8963583,Alberta,Elementary
Greenview,7,"5904 - 38 Avenue   Edmonton, AB T6L 3P5",Public,53.475872,-113.428091,Alberta,Elementary
Meadowlark Christian,7,"9825 - 158 Street   Edmonton, AB T5P 2X4",Public,53.53712,-113.593309,Alberta,Elementary
Camilla,7,"Box 29   Riviere Qui Barre, AB T0G 1Y0",Public,53.8015617,-113.7405808,Alberta,Elementary
Mills Haven,7,"73 Main Boulevard   Sherwood Park, AB T8A 0R1",Public,53.537542,-113.305628,Alberta,Elementary
Provost,7,"P.O. Box 389   Provost, AB T0B 3S0",Public,52.3899479,-110.2976012,Alberta,Elementary
Dorothy Dalgliesh,7,"P.O. Box 370   Picture Butte, AB T0K 1V0",Public,49.87925,-112.7813844,Alberta,Elementary
Killam,7,"P.O. Box 130   Killam, AB T0B 2L0",Public,52.789177,-111.857044,Alberta,Elementary
Michael Strembitsky,7,"4110 Savaryn Drive SW   Edmonton, AB T6X 0Z7",Public,53.4133989,-113.4608558,Alberta,Elementary
Lago Lindo,7,"17303 - 95 Street   Edmonton, AB T5Z 2Z1",Public,53.6350421,-113.4860657,Alberta,Elementary
Ste. Marie,7,"P.O. Box 247   Spirit River, AB T0H 3G0",Separate,55.7808157,-118.8343724,Alberta,Elementary
Coronation,7,"P.O. Box 280 956  Coronation, AB T0C 1C0",Public,52.062678,-111.4679559,Alberta,Elementary
Frere Antoine,7,"2850 Millwoods Road   Edmonton, AB T6K 4A1",Separate,53.4595418,-113.44879,Alberta,Elementary
Legal,7,"P.O. Box 120   Legal, AB T0G 1L0",Separate,53.9323622,-113.5550624,Alberta,Elementary
Camille J Lerouge,7,"5530 - 42A Avenue   Red Deer, AB T4N 3A8",Separate,52.2752623,-113.7977823,Alberta,Elementary
Beaverlodge,7,"P.O. Bag 1500   Beaverlodge, AB T0H 0C0",Public,55.2038912,-119.3906829,Alberta,Elementary
de la Source,7,"360 - 94 Avenue S.E.   Calgary, AB T2J 0E8",Francophone,50.9692212,-114.061827,Alberta,Elementary
Mother Teresa,7,"7501 Willow Drive   Grande Prairie, AB T8X 0H7",Separate,55.1477886,-118.7600428,Alberta,Elementary
Cayley,7,"904 Ross Ave   Cayley, AB T0L 0P0",Public,50.4496519,-113.8458916,Alberta,Elementary
Chinook Winds Adventist,7,"10101 - 2nd Avenue S.W.   Calgary, AB T3B 5T2",Private,51.081019,-114.23315,Alberta,Elementary
Noble Central,7,"418 Highway Ave   Nobleford, AB T0L 1S0",Public,49.8786382,-113.0538876,Alberta,Elementary
Sangudo,7,"5131 53 Ave   Sangudo, AB T0E 2A0",Public,53.8896755,-114.9018168,Alberta,Elementary
St. Kateri,7,"1, 301 Sparrow Hawk Drive   Fort McMurray, AB T9K1S5",Separate,56.7508267,-111.4268978,Alberta,Elementary
Holyrood,6.9,"7920 - 94 Avenue   Edmonton, AB T6C 1W4",Public,53.5307951,-113.4485857,Alberta,Elementary
Victoria,6.9,"10210 - 108 Avenue   Edmonton, AB T5H 1A8",Public,53.5531999,-113.496374,Alberta,Elementary
St. Jude,6.9,"730 Woodbine Boulevard S.W.   Calgary, AB T2W 4W4",Separate,50.9428571,-114.1334438,Alberta,Elementary
Cardinal Newman,6.9,"16201 McKenzie Lake Boulevard S.E.  Calgary, AB T2Z 2G7",Separate,50.9073706,-113.9889059,Alberta,Elementary
Kildare,6.9,"7525 - 144 Avenue   Edmonton, AB T5C 2R8",Public,53.6064092,-113.4569654,Alberta,Elementary
LaPerle,6.9,"18715 - 97A Avenue   Edmonton, AB T5T 4C1",Public,53.5333428,-113.6457994,Alberta,Elementary
St. Jerome's,6.9,"4820 - 46 Street   Vermilion, AB T9X 1G2",Separate,53.3519119,-110.83976,Alberta,Elementary
Afton,6.9,"16604 - 91 Avenue   Edmonton, AB T5R 5A4",Public,53.5266232,-113.6095226,Alberta,Elementary
St. Albert the Great,6.9,"225 Prestwick Ave SE   Calgary, AB T2Z 3X3",Separate,50.920187,-113.959611,Alberta,Elementary
St. Stanislaus,6.9,"3855 - 114 Street   Edmonton, AB T6J 1M3",Separate,53.47517,-113.5242441,Alberta,Elementary
Edmonton Christian Northeast,6.9,"5940 - 159 Avenue   Edmonton, AB T5Y 0J5",Public,53.620134,-113.431634,Alberta,Elementary
Aurora,6.9,"3901 - 55 Avenue   Drayton Valley, AB T7A 1N9",Public,53.226011,-114.956788,Alberta,Elementary
Campbelltown,6.9,"271 Conifer Street   Sherwood Park, AB T8A 1M4",Public,53.5197392,-113.3131103,Alberta,Elementary
Queen Elizabeth,6.9,"402 - 18 Street N.W.   Calgary, AB T2N 2G5",Public,51.0554781,-114.1019887,Alberta,Elementary
Gabrielle-Roy,6.9,"8728 - 93 Avenue   Edmonton, AB T6C 1T8",Francophone,53.5299999,-113.4630613,Alberta,Elementary
McArthur,6.9,"13535 - 134 Street   Edmonton, AB T5L 1W3",Public,53.5977019,-113.5514472,Alberta,Elementary
Altadore,6.9,"4506 - 16 Street S.W.   Calgary, AB T2T 4H9",Public,51.0139471,-114.0996364,Alberta,Elementary
Banded Peak,6.9,"P.O. Bag 4   Bragg Creek, AB T0L 0K0",Public,50.9351742,-114.5610771,Alberta,Elementary
Holy Angels,6.8,"275 Riverglen Drive SE   Calgary, AB T2C 3T5",Separate,50.973867,-114.008433,Alberta,Elementary
Light of Christ,6.8,"6270 Saddlehorn Dr. N.E.   Calgary, AB T3J 0L8",Separate,51.1296501,-113.9430063,Alberta,Elementary
St. Joseph's,6.8,"1413 - 23 Avenue   Coaldale, AB T1M 1L6",Separate,49.7215764,-112.6144929,Alberta,Elementary
Bearspaw,6.8,"253210 Bearspaw Road   Calgary, AB T3L 2S5",Public,51.151659,-114.2791651,Alberta,Elementary
Wes Hosford,6.8,"207 Granada Boulevard   Sherwood Park, AB T8A 3R5",Public,53.530021,-113.284187,Alberta,Elementary
Crawford Plains,6.8,"4210 - 12 Avenue   Edmonton, AB T6L 5V6",Public,53.441635,-113.406097,Alberta,Elementary
Uncas,6.8,"21313 Township Road 524   Ardrossan, AB T8G 2G2",Public,53.5111617,-113.0275539,Alberta,Elementary
St. Marguerite Bourgeoys,6.8,"4453 - 51 Avenue   Innisfail, AB T4G 1A7",Separate,52.0219281,-113.9533497,Alberta,Elementary
St. Mary,6.8,"422 - 20 Street South   Lethbridge, AB T1J 2V5",Separate,49.6941285,-112.814189,Alberta,Elementary
Rosary,6.8,"505 River St SE   Manning, AB T0H 2M0",Separate,56.9209472,-117.6253079,Alberta,Elementary
Elizabeth Finch,6.8,"13815 - 160 Ave NW   Edmonton, AB T6V 0C9",Public,53.6207832,-113.559616,Alberta,Elementary
Enchant,6.8,"324 Centre Street   Enchant, AB T0K 0V0",Public,50.171177,-112.421393,Alberta,Elementary
Vital Grandin,6.8,"39 Sunset Boulevard   St. Albert, AB T8N 0N6",Separate,53.627894,-113.614554,Alberta,Elementary
Bishop Savaryn,6.8,"16215 - 109 Street   Edmonton, AB T5X 2R2",Separate,53.622135,-113.508323,Alberta,Elementary
Beau Meadow,6.8,"4322 - 44 Street   Beaumont, AB T4X 1K3",Public,53.348149,-113.4077749,Alberta,Elementary
Our Lady of Grace,6.8,"736 Evanston Drive   Calgary, AB T3P0N7",Separate,51.1788856,-114.1207507,Alberta,Elementary
Ralston,6.8,"Canadian Forces Base Suffield P.O. Box 59  Ralston, AB T0J 2N0",Public,50.2761196,-111.1750903,Alberta,Elementary
Calvin Christian,6.7,"P.O. Box 26   Coalhurst, AB T0L 0V0",Private,49.7453222,-112.9363604,Alberta,Elementary
Our Lady of the Assumption,6.7,"7311 - 34 Avenue N.W.   Calgary, AB T3B 1N5",Separate,51.0832789,-114.1910967,Alberta,Elementary
St. John Bosco,6.7,"7411 - 161A Avenue   Edmonton, AB T5Z 3V4",Separate,53.621776,-113.4574707,Alberta,Elementary
St. Anthony,6.7,"4921 - 43 Street   Drayton Valley, AB T7A 1P5",Separate,53.220408,-114.963352,Alberta,Elementary
Big Rock,6.7,"33 Hunters Gate   Okotoks, AB T1S 2A4",Public,50.719081,-113.985462,Alberta,Elementary
Garneau,6.7,"10925 - 87 Avenue   Edmonton, AB T6G 0X4",Public,53.522403,-113.512829,Alberta,Elementary
Lamont,6.7,"P.O. Bag 540   Lamont, AB T0B 2R0",Public,53.7597641,-112.7763911,Alberta,Elementary
Leo Nickerson,6.7,"10 Sycamore Avenue   St. Albert, AB T8N 0K3",Public,53.629422,-113.60728,Alberta,Elementary
Holy Cross,6.7,"5201 - 49 Street   Cold Lake, AB T9M 0B9",Separate,54.416737,-110.202144,Alberta,Elementary
Sweet Grass,6.7,"11351 - 31 Avenue   Edmonton, AB T6J 4T6",Public,53.462824,-113.526686,Alberta,Elementary
Rosemont,6.7,"19 Rosevale Drive N.W.   Calgary, AB T2K 1N6",Public,51.07785,-114.092002,Alberta,Elementary
St. Basil,6.7,"10210 - 115 Avenue   Edmonton, AB T5G 0L8",Separate,53.567362,-113.496535,Alberta,Elementary
Northmount,6.7,"14020 - 88A Street   Edmonton, AB T5E 3J4",Public,53.6035423,-113.4770453,Alberta,Elementary
Coloniale Estates,6.7,"37 Coloniale Way   Beaumont, AB T4X 1M7",Public,53.3623241,-113.4081781,Alberta,Elementary
Gwynne,6.7,"General Delivery   Gwynne, AB T0C 1L0",Public,52.941535,-113.2603761,Alberta,Elementary
Notre-Dame des Monts,6.7,"3100B Stewart Creek Drive   Canmore, AB T1W 3M6",Francophone,51.0494065,-115.3184752,Alberta,Elementary
Belgravia,6.6,"11605 - 74 Avenue   Edmonton, AB T6G 0G1",Public,53.509798,-113.5322669,Alberta,Elementary
Bessie Nichols,6.6,"189 Hemingway Road NW   Edmonton, AB T6M 2Z7",Public,53.4871278,-113.6716478,Alberta,Elementary
Graminia,6.6,"51101 Range Road 271   Spruce Grove, AB T7Y 1G7",Public,53.3828536,-113.8582085,Alberta,Elementary
Mary Hanley,6.6,"3330 - 37 Street   Edmonton, AB T6L 5X1",Separate,53.462509,-113.400565,Alberta,Elementary
Wildwood,6.6,"120 - 45 Street S.W.   Calgary, AB T3C 2B3",Public,51.0516522,-114.1520716,Alberta,Elementary
Father Jan,6.6,"15 Mission Avenue   St. Albert, AB T8N 1H6",Separate,53.6353575,-113.6300706,Alberta,Elementary
Indus,6.6,"7 Indus Court Indus  Calgary, AB T1X 0H7",Public,50.9159307,-113.7796713,Alberta,Elementary
Vermilion,6.6,"4837 - 44 Street   Vermilion, AB T9X 1G3",Public,53.3523706,-110.8349798,Alberta,Elementary
Sacred Heart,6.6,"4419 - 52 Avenue   Wetaskiwin, AB T9A 2X7",Separate,52.9696969,-113.358747,Alberta,Elementary
Grande Prairie Christian,6.6,"8202 - 110 Street   Grande Prairie, AB T8W 1M3",Public,55.1550293,-118.8283694,Alberta,Elementary
Our Lady of Mount Carmel,6.6,"10524 - 76 Avenue   Edmonton, AB T6E 1L3",Separate,53.512647,-113.5012649,Alberta,Elementary
St. Dominic,6.6,"5804 - 144 Avenue   Edmonton, AB T5A 1K5",Separate,53.6064502,-113.4331004,Alberta,Elementary
All Boys Alternative,6.6,"c/o Sir James Lougheed School   Calgary, AB T3E 1C2",Public,51.021177,-114.1367331,Alberta,Elementary
Dr. Folkins,6.6,"5200 - 4 Avenue North    Chauvin, AB T0B 0V0",Public,52.695703,-110.147458,Alberta,Elementary
Father Leduc,6.6,"400 Sheppard Boulevard   Leduc, AB T9E1C1",Separate,53.2383145,-113.5500108,Alberta,Elementary
Our Lady of Victories,6.6,"7925 - 158 Street   Edmonton, AB T5R 2B9",Separate,53.514636,-113.594681,Alberta,Elementary
West Meadow,6.6,"5349 - 8th Street West   Claresholm, AB T0L 0T0",Public,50.0337476,-113.5963302,Alberta,Elementary
J. J. Nearing,6.5,"196 Deer Ridge Drive   St. Albert, AB T8N 6T6",Separate,53.653229,-113.662092,Alberta,Elementary
St. Ambrose,6.5,"1500 Arbour Lake Road N.W.   Calgary, AB T3G 4X9",Separate,51.1333763,-114.2058539,Alberta,Elementary
Meyonohk,6.5,"1850 Lakewood Road S.   Edmonton, AB T6K 3Y5",Public,53.4551505,-113.4540471,Alberta,Elementary
Our Lady of Wisdom,6.5,"134 Rainbow Falls Drive   Chestermere, AB T1X 0G7",Separate,51.027196,-113.840974,Alberta,Elementary
Bishop Greschuk,6.5,"17330 - 91 Street   Edmonton, AB T5Z 3A1",Separate,53.635117,-113.4806049,Alberta,Elementary
River Valley,6.5,"P.O. Bag 6   Sundre, AB T0M 1X0",Public,51.795194,-114.6293558,Alberta,Elementary
Sturgeon Heights,6.5,"50 Hogan Road   St. Albert, AB T8N 1M8",Public,53.6544815,-113.6653582,Alberta,Elementary
Brentwood,6.5,"95 Brentwood Drive W.   Strathmore, AB T1P 1E3",Public,51.056526,-113.3895673,Alberta,Elementary
St. Gerard,6.5,"1204 - 96 Avenue S.W.   Calgary, AB T2V 0Y1",Separate,50.9686439,-114.0886271,Alberta,Elementary
Elmer Elson,6.5,"P.O. Box 330   Mayerthorpe, AB T0E 1N0",Public,53.9510217,-115.1361313,Alberta,Elementary
Mill Creek,6.5,"9735 - 80 Avenue   Edmonton, AB T6E 1S8",Public,53.5154123,-113.4812863,Alberta,Elementary
Sundance,6.5,"200 Sunmills Drive S.E.   Calgary, AB T2X 2N9",Public,50.9006664,-114.0469496,Alberta,Elementary
Wainwright,6.5,"905 - 10 Street   Wainwright, AB T9W 2R6",Public,52.8390774,-110.8537271,Alberta,Elementary
Magrath,6.5,"P.O. Box 548 41 Centre Street S.  Magrath, AB T0K 1J0",Public,49.4167736,-112.8639971,Alberta,Elementary
Parkallen,6.5,"6703 - 112 Street   Edmonton, AB T6H 3J9",Public,53.5041439,-113.5192565,Alberta,Elementary
Alexander Forbes,6.5,"7240 Poplar Drive   Grande Prairie, AB T8V 5A6",Public,55.145863,-118.780316,Alberta,Elementary
Winterburn,6.5,"9527 Winterburn Road N.W.   Edmonton, AB T5T 5X9",Public,53.5346964,-113.6882186,Alberta,Elementary
Eckville,6.5,"P.O. Box 476   Eckville, AB T0M 0X0",Public,52.3342188,-114.4088279,Alberta,Elementary
Julia Kiniski,6.5,"4304 - 41 Avenue   Edmonton, AB T6L 5Y6",Public,53.478283,-113.406714,Alberta,Elementary
St. Martin's,6.5,"4314 - 54A Avenue   Vegreville, AB T9C 1C8",Separate,53.4986434,-112.0353188,Alberta,Elementary
St. Mark,6.5,"4589 Marbank Drive N.E.   Calgary, AB T2A 3V8",Separate,51.063255,-113.969328,Alberta,Elementary
Gus Wetter,6.5,"5301 51 Ave   Castor, AB T0C 0X0",Public,52.2178281,-111.8998856,Alberta,Elementary
RancheView,6.5,"2 Sundown Road   Cochrane, AB T4C0X8",Public,51.2157261,-114.4591485,Alberta,Elementary
Wheatland Crossing,6.5,"Box 99   Standard, AB T0J3G0",Public,51.0501123,-112.9978154,Alberta,Elementary
St. Luke,6.4,"1232 Northmount Dr., N.W.   Calgary, AB T2L 0E1",Separate,51.090942,-114.122536,Alberta,Elementary
Clara Tyner,6.4,"9420 Ottewell Road   Edmonton, AB T6B 2E2",Public,53.5311018,-113.4354204,Alberta,Elementary
Muir Lake,6.4,"53422 SH779 Mail Bag 500  Stony Plain, AB T7Z 1Y5",Public,53.5262994,-114.0064337,Alberta,Elementary
E. H. Walter,6.4,"P.O. BOX 60   Paradise Valley, AB T0B 3R0",Public,53.03281,-110.29506,Alberta,Elementary
Ellerslie,6.4,"521 - 66 Street S.W.   Edmonton, AB T6X 1A3",Public,53.42684,-113.4406669,Alberta,Elementary
King George,6.4,"2108 - 10 Street N.W.   Calgary, AB T2M 3M4",Public,51.0708127,-114.0840278,Alberta,Elementary
Medicine Hat Christian,6.4,"68 Rice Drive S.E.   Medicine Hat, AB T1B 3X2",Public,49.9978401,-110.6294821,Alberta,Elementary
I.V. Macklin,6.4,"8876 - 108 Avenue   Grande Prairie, AB T8X 1N7",Public,55.1787852,-118.7612265,Alberta,Elementary
J H Picard,6.4,"7055 - 99 Street   Edmonton, AB T6E 3R4",Separate,53.5075696,-113.4853266,Alberta,Elementary
St. Richard,6.4,"5704 Millwoods Road S.   Edmonton, AB T6L 3K9",Separate,53.4730443,-113.455437,Alberta,Elementary
"Calgary Islamic, OBK",6.4,"Omar Bin Al-Khattab Campus 225 28 Street SE  Calgary, AB T2A5K4",Public,51.0507722,-113.9937542,Alberta,Elementary
Mayland Heights,6.4,"2324 Maunsell Drive N.E.   Calgary, AB T2E 6A2",Public,51.058634,-114.006286,Alberta,Elementary
Richmond,6.4,"2701 - 22 Street S.W. c/o Richmond Elementary School  Calgary, AB T2T 5G5",Public,51.030263,-114.1148937,Alberta,Elementary
St. Catherine's,6.4,"P.O. Box 489   Picture Butte, AB T0K 1V0",Separate,49.87925,-112.7813844,Alberta,Elementary
St. John XXIII,6.4,"365 - WINDERMERE ROAD NW   Edmonton, AB T6W 0V9",Separate,53.4411394,-113.6156776,Alberta,Elementary
Win Ferguson,6.3,"9529 - 89 Street   Fort Saskatchewan, AB T8L 1J2",Public,53.695931,-113.236538,Alberta,Elementary
Laurier Heights,6.3,"8210 - 142 Street   Edmonton, AB T5R 0L9",Public,53.5165852,-113.5675593,Alberta,Elementary
Monsignor Fee Otterson,6.3,"1834 Rutherford Road SW   Edmonton, AB T6W 0N5",Separate,53.4169103,-113.5225418,Alberta,Elementary
Donnan,6.3,"7803 - 87 Street   Edmonton, AB T6C 3G6",Public,53.5141973,-113.46066,Alberta,Elementary
St. Anthony's,6.3,"420 - 12 Street E.   Drumheller, AB T0J 0Y5",Separate,51.454481,-112.690871,Alberta,Elementary
Blueberry,6.3,"Mail Bag 700   Stony Plain, AB T7Z 1Y6",Public,53.542862,-114.145823,Alberta,Elementary
Jackson Heights,6.3,"311 Jackson Rd., N.W.   Edmonton, AB T6L 6S7",Public,53.4835179,-113.409164,Alberta,Elementary
Cremona,6.3,"General Delivery   Cremona, AB T0M 0R0",Public,51.544609,-114.4886142,Alberta,Elementary
Major General Griesbach,6.3,"304 Griesbach School Road   Edmonton, AB T5E 6R8",Public,53.6076123,-113.4968674,Alberta,Elementary
St. Patrick,6.3,"4816 - 53 Avenue   Camrose, AB T4V 0Y2",Separate,53.0280429,-112.8236539,Alberta,Elementary
Elmwood,6.3,"16325 - 83 Avenue   Edmonton, AB T5R 3V8",Public,53.5163728,-113.6049007,Alberta,Elementary
Evansview,6.3,"4604 - 50 Street   Evansburg, AB T0E 0T0",Public,53.5985171,-115.0196484,Alberta,Elementary
Holy Redeemer,6.3,"53117 R.R. 222   Ardrossan, AB T8E 2M8",Separate,53.5593954,-113.1467073,Alberta,Elementary
Mannville,6.3,"P.O. Box 240   Mannville, AB T0B 2W0",Public,53.305603,-111.0506926,Alberta,Elementary
St. Dominic,6.3,"920 - 7 Street   Cold Lake, AB T9M 1M5",Separate,54.46218,-110.1670449,Alberta,Elementary
Livingstone,6.3,"P.O. Box 98   Lundbreck, AB T0K 1H0",Public,49.7433429,-114.1973601,Alberta,Elementary
Bruderheim,6.3,"P.O. Box 190   Bruderheim, AB T0B 0S0",Public,53.8041809,-112.9249691,Alberta,Elementary
C Ian McLaren,6.3,"P.O. Box 100   Black Diamond, AB T0L 0H0",Public,50.6891266,-114.2265064,Alberta,Elementary
Connaught,6.3,"7430 - 5 Street S.W.   Calgary, AB T2V 1B1",Public,50.9870517,-114.0769281,Alberta,Elementary
Elm Street,6.3,"1001 Elm Street S.E.   Medicine Hat, AB T1A 1C2",Public,50.034113,-110.661713,Alberta,Elementary
Good Shepherd,6.3,"1319 Thorburn Drive SE   Airdrie, AB T4A 2A5",Separate,51.2796512,-113.9850215,Alberta,Elementary
